t,theta,theta_dot
2.535,-0.0080838261677159,-0.3120528773753617
2.54,-0.009643032984066,-0.3116181192114068
2.545,-0.0111998754360147,-0.3111069412823428
2.5500000000000003,-0.0127539719972972,-0.310519470974027
2.555,-0.0143049415576563,-0.3098558548521122
2.56,-0.0158524036510313,-0.3091162583267016
2.565,-0.0173959798593083,-0.3083008627100632
2.57,-0.0189352906780767,-0.3074098695486245
2.575,-0.0204699576266797,-0.3064434995227535
2.58,-0.0219996038473096,-0.3054019917595181
2.585,-0.0235238541050084,-0.3042856038326852
2.59,-0.0250423347876672,-0.3030946117627215
2.595,-0.0265546739060268,-0.3018293100167934
2.6,-0.0280605010936768,-0.3004900115087666
2.605,-0.0295594476070563,-0.2990770475992066
2.61,-0.0310511463254541,-0.2975907680953784
2.615,-0.0325352317510079,-0.2960315412512461
2.62,-0.0340113400373984,-0.2943997537277885
2.625,-0.0354791109149856,-0.2926958074574957
2.63,-0.0369381842235973,-0.2909201234677108
2.635,-0.0383882008273046,-0.2890731418848837
2.64,-0.0398288043814097,-0.2871553197877409
2.645,-0.0412596413324465,-0.2851671312072851
2.65,-0.0426803609181803,-0.2831090671267954
2.655,-0.0440906151676078,-0.2809816354818272
2.66,-0.0454900589009569,-0.2787853611602126
2.665,-0.0468783497296871,-0.27652078600206
2.67,-0.0482551480564894,-0.274188468799754
2.6750000000000003,-0.0496201170752862,-0.2717889852979557
2.68,-0.050972922771231,-0.2693229281936029
2.685,-0.052313233920709,-0.2667909071359095
2.69,-0.0536407224618818,-0.2641935477874409
2.695,-0.0549550651735416,-0.2615314862881704
2.7,-0.0562559388055837,-0.2588053807935968
2.705,-0.057543023254295,-0.2560159056980923
2.71,-0.0588160023431993,-0.2531637498720414
2.715,-0.0600745638230576,-0.2502496166618415
2.72,-0.0613183993718676,-0.2472742238899026
2.725,-0.0625472045948639,-0.2442383038546484
2.73,-0.063760679024518,-0.2411426033305148
2.735,-0.0649585261205383,-0.2379878835679506
2.74,-0.0661404532698705,-0.234774920293417
2.745,-0.0673061717866964,-0.2315045037093894
2.75,-0.0684553969124354,-0.2281774384943548
2.755,-0.0695878478157435,-0.2247945438028135
2.76,-0.0707032475925139,-0.2213566532652782
2.765,-0.0718013239924376,-0.2178646118217189
2.77,-0.0728818097438628,-0.2143192715066798
2.775,-0.0739444388499362,-0.2107215076319945
2.78,-0.0749889499573938,-0.2070722076122521
2.785,-0.0760150866227175,-0.2033722699444889
2.79,-0.0770225973121355,-0.1996226042081857
2.795,-0.0780112354016222,-0.1958241310652697
2.8000000000000003,-0.0789807591768981,-0.1919777822601136
2.805,-0.0799309318334298,-0.1880845006195368
2.81,-0.08086152147643,-0.1841452400528038
2.815,-0.0817723011208577,-0.180160965551625
2.82,-0.0826630486914181,-0.1761326531901572
2.825,-0.0835335470225623,-0.1720612901250019
2.83,-0.0843835838584875,-0.1679478745952083
2.835,-0.0852129518531375,-0.16379341592227
2.84,-0.0860214485821644,-0.1595989344154099
2.845,-0.0868088775678319,-0.1553654510426221
2.85,-0.0875750458836437,-0.1510940019099409
2.855,-0.0883197649702224,-0.1467856384912022
2.86,-0.089042851888042,-0.1424414192966901
2.865,-0.0897441293174273,-0.138062409873136
2.87,-0.0904234255585547,-0.1336496828037197
2.875,-0.0910805745314516,-0.1292043177080676
2.88,-0.0917154157759967,-0.124727401242254
2.885,-0.0923277944519202,-0.1202200270988002
2.89,-0.092917561338803,-0.1156832960066765
2.895,-0.0934845728360777,-0.1111183157312994
2.9,-0.0940286909630279,-0.1065262010745335
2.905,-0.0945497833587886,-0.1019080738746902
2.91,-0.0950477232823459,-0.0972650630065302
2.915,-0.0955223896125371,-0.09259830438126
2.92,-0.0959736667911357,-0.0879089395945014
2.9250000000000003,-0.0964014441802439,-0.083198109462958
2.93,-0.0968056166526101,-0.0784669679325548
2.935,-0.097186085054196,-0.073716673977071
2.94,-0.0975427561839091,-0.0689483896446329
2.945,-0.0978755427936028,-0.0641632800577138
2.95,-0.0981843635880762,-0.0593625134131335
2.955,-0.0984691432250743,-0.0545472609820602
2.96,-0.0987298123152878,-0.0497186971100077
2.965,-0.0989663074223535,-0.0448779992168371
2.97,-0.0991785710628538,-0.0400263477967562
2.975,-0.099366551706317,-0.0351649264183209
2.98,-0.0995302037752172,-0.0302949217244328
2.985,-0.0996694875928776,-0.0254175228652641
2.99,-0.0997843688398313,-0.0205339180113961
2.995,-0.0998748191895291,-0.0156453013464426
3.0,-0.099940816407232,-0.0107528680903153
3.005,-0.0999823442762126,-0.0058578131499463
3.01,-0.0999993925977555,-0.0009613311192876
3.015,-0.0999919571911573,0.0039353837206874
3.02,-0.0999600398937263,0.0088311374019865
3.025,-0.099903648560783,0.0137247362695964
3.03,-0.0998227970656594,0.0186149869814845
3.035,-0.0997175052996997,0.0235006965085964
3.04,-0.099587799143958,0.0283806724489265
3.045,-0.0994337100799685,0.0332537257345335
3.0500000000000003,-0.099255275618847,0.0381186649679942
3.055,-0.0990525392752677,0.0429743006764941
3.06,-0.0988255504786361,0.0478194467588798
3.065,-0.0985743645730895,0.0526529204856569
3.0700000000000003,-0.0982990428174967,0.0574735424989912
3.075,-0.0979996523854583,0.0622801368127067
3.08,-0.0976762663653063,0.0670715308122882
3.085,-0.0973289637601044,0.0718465552548797
3.09,-0.0969578294876479,0.076604044269285
3.095,-0.0965629541679953,0.0813428376081338
3.1,-0.0961444339428773,0.0860617801344938
3.105,-0.0957023711498239,0.0907597149496743
3.11,-0.0952368737890115,0.0954354914467642
3.115,-0.0947480554960081,0.100087965656991
3.12,-0.094236035541773,0.1047160002497196
3.125,-0.0937009388326568,0.1093184645324542
3.13,-0.0931428959104018,0.1138942344508372
3.135,-0.0925620429521412,0.1184421925886498
3.14,-0.0919585217704003,0.1229612281678105
3.145,-0.0913324798130951,0.1274502370483771
3.15,-0.0906840701635336,0.1319081217285457
3.155,-0.0900134515034544,0.1363337915580795
3.16,-0.0893207868918369,0.1407261687353538
3.165,-0.0886062455619774,0.1450841761959745
3.17,-0.0878700025433862,0.1494067424112503
3.1750000000000003,-0.0871122379507528,0.1536928059993384
3.18,-0.0863331369839465,0.1579413157252427
3.185,-0.0855328899280155,0.1621512305008164
3.19,-0.0847116921531875,0.1663215193847602
3.1950000000000003,-0.0838697441148697,0.1704511615826234
3.2,-0.0830072513536487,0.1745391464468022
3.205,-0.0821244244952902,0.1785844734765417
3.21,-0.0812214792507395,0.182586152317935
3.215,-0.0802986364161212,0.1865432027639229
3.22,-0.0793561218727393,0.1904546547542949
3.225,-0.078394166443594,0.1943195488694057
3.23,-0.0774130037522687,0.1981369425399335
3.235,-0.0764128740309713,0.2019058955935003
3.24,-0.0753940227552773,0.2056254775417194
3.245,-0.0743566996311801,0.2092947714502634
3.25,-0.0733011585950903,0.2129128739388654
3.255,-0.0722276578138366,0.2164788951813184
3.26,-0.0711364596846654,0.2199919589054753
3.265,-0.070027830835241,0.2234512023932482
3.27,-0.0689020421236452,0.2268557764806099
3.275,-0.0677593686383776,0.2302048455575927
3.28,-0.0666000896983555,0.2334975875682894
3.285,-0.0654244888529143,0.2367331940108514
3.29,-0.0642328538818067,0.2399108699374912
3.295,-0.0630254767952034,0.2430298339544807
3.3000000000000003,-0.0618026535360374,0.2460893188261128
3.305,-0.0605646810145047,0.2490885762778529
3.31,-0.0593118629860734,0.2520268639821102
3.315,-0.0580445075403475,0.2549034532103286
3.3200000000000003,-0.0567629258470995,0.2577176316972274
3.325,-0.0554674321562711,0.2604687036407996
3.33,-0.0541583437979723,0.2631559897023143
3.335,-0.0528359811824816,0.2657788270063151
3.34,-0.0515006678002467,0.2683365691406206
3.345,-0.0501527302218834,0.2708285861563242
3.35,-0.0487924980981769,0.2732542645677941
3.355,-0.0474203041600804,0.2756130073526738
3.36,-0.0460364842187161,0.2779042339518815
3.365,-0.0446413771653747,0.2801273802696105
3.37,-0.0432353249715161,0.2822818986733284
3.375,-0.0418186726887682,0.2843672579937786
3.38,-0.0403917668095713,0.286382944839048
3.385,-0.0389549548760527,0.2883284619712297
3.39,-0.0375085908594393,0.2902033246591929
3.395,-0.0360530306514642,0.2920070664036928
3.4,-0.0345886318622826,0.2937392391444962
3.405,-0.0331157538204717,0.2953994132603821
3.41,-0.0316347575730312,0.2969871775691413
3.415,-0.0301460058853824,0.2985021393275769
3.42,-0.0286498632413691,0.2999439242315039
3.4250000000000003,-0.0271466958432566,0.3013121764157495
3.43,-0.0256368716117332,0.3026065584541525
3.435,-0.0241207601859086,0.3038267513595643
3.44,-0.0225987329233148,0.3049724545838478
3.4450000000000003,-0.0210711628999059,0.3060433860178786
3.45,-0.0195384249100582,0.3070392819915435
3.455,-0.0180008953267684,0.3079598971800176
3.46,-0.0164589498331446,0.3088050022696332
3.465,-0.0149129671566223,0.3095743860190545
3.47,-0.0133633275341407,0.3102678567381565
3.475,-0.011810411610842,0.3108852418873611
3.48,-0.0102546004400702,0.3114263880776373
3.485,-0.0086962754833718,0.3118911610705009
3.49,-0.0071358186104957,0.3122794457780149
3.495,-0.0055736120993934,0.3125911462627891
3.5,-0.0040100386362187,0.3128261857379805
3.505,-0.0024454813153277,0.3129845065672928
3.51,-0.0008803236392788,0.3130660702649769
3.515,0.0006850504811667,0.3130708574958308
3.52,0.0022502573490498,0.3129988677009397
3.525,0.0038149141292043,0.3128501177573006
3.53,0.0053786357764373,0.3126246439864078
3.535,0.0069410378081833,0.3123225018219307
3.54,0.0085017365434532,0.3119437657202368
3.545,0.0100603491028337,0.3114885291603915
3.5500000000000003,0.0116164934084878,0.3109569046441585
3.555,0.0131697881841539,0.3103490236959992
3.56,0.0147198529551471,0.3096650368630733
3.565,0.0162663080483582,0.3089051137152382
3.5700000000000003,0.0178087745922543,0.3080694428450495
3.575,0.019346874516878,0.3071582318677611
3.58,0.02088023055387,0.3061717074213
3.585,0.0224084676784753,0.3051101131357938
3.59,0.0239312111474323,0.3039737108329143
3.595,0.0254480862399948,0.3027627822256497
3.6,0.0269587202201403,0.3014776271086429
3.605,0.028462742336571,0.3001185633581916
3.61,0.0299597838227128,0.2986859269322479
3.615,0.0314494778967162,0.2971800718704182
3.62,0.032931459761455,0.2956013702939644
3.625,0.0344053666045277,0.2939502124058024
3.63,0.0358708375982568,0.2922270064905028
3.635,0.0373275138996889,0.2904321789142908
3.64,0.0387750386505945,0.2885661741250467
3.645,0.0402130570912913,0.2866294544578437
3.65,0.0416412186016743,0.2846224959621672
3.655,0.0430591723982298,0.282545794791136
3.66,0.0444665694945315,0.2803998654351791
3.665,0.0458630640599213,0.2781852386681542
3.67,0.0472483134195087,0.2759024615473482
3.675,0.0486219780541711,0.2735520974134768
3.68,0.0499837216005536,0.2711347258906856
3.685,0.0513332108510691,0.2686509428865484
3.69,0.0526701157538986,0.2661013605920685
3.695,0.0539941094129909,0.2634866074816778
3.7,0.0553048680880621,0.2608073283132382
3.705,0.0566020711945968,0.2580641841280398
3.71,0.057885401303847,0.2552578522508023
3.715,0.0591545442074926,0.2523890261038644
3.72,0.060409191048733,0.2494584081063678
3.725,0.0616490340377018,0.2464667203332033
3.73,0.0628737679433507,0.2434147027421566
3.735,0.0640830917915648,0.2403031087958982
3.74,0.0652767088651625,0.2371327054619827
3.745,0.0664543267038956,0.2339042732128501
3.75,0.0676156571044494,0.230618606025824
3.755,0.0687604161204425,0.2272765113831128
3.76,0.0698883240624273,0.223878810271809
3.765,0.0709991054978888,0.2204263371838906
3.77,0.0720924892512463,0.2169199401162191
3.775,0.0731682084038519,0.2133604805705408
3.78,0.0742260002939915,0.2097488335534862
3.785,0.0752656065168842,0.2060858875765711
3.79,0.0762867729457742,0.2023725445539996
3.795,0.0772892513958598,0.1986097103211289
3.8,0.0782727962838991,0.1947983079392961
3.805,0.0792371654801145,0.1909392776712861
3.81,0.0801821220209663,0.1870335696477612
3.815,0.0811074341091517,0.1830821438672623
3.82,0.0820128751136057,0.1790859701962087
3.825,0.0828982235695005,0.1750460283688994
3.83,0.0837632631782457,0.1709633079875107
3.835,0.0846077828074883,0.1668388085220977
3.84,0.0854315764911128,0.1626735393105943
3.845,0.0862344434292412,0.1584685195588123
3.85,0.0870161879882325,0.1542247783404433
3.855,0.0877766197006834,0.1499433545970562
3.86,0.0885155532654281,0.1456252971380989
3.865,0.0892328085475379,0.1412716646408975
3.87,0.0899282107277535,0.1368835238582626
3.875,0.0906015906163438,0.1324619402893765
3.88,0.0912527826480465,0.1280079996506354
3.885,0.0918816266918223,0.123522796495816
3.89,0.0924879683885173,0.1190074310860208
3.895,0.0930716591508635,0.1144630093896752
3.9,0.0936325561634782,0.1098906430825296
3.905,0.0941705223828645,0.1052914495476582
3.91,0.0946854265374108,0.100666551875461
3.915,0.0951771431273913,0.0960170788636612
3.92,0.0956455524249656,0.0913441650173065
3.925,0.0960905404741791,0.0866489505487688
3.93,0.0965119990909625,0.0819325813777458
3.935,0.0969098258631321,0.077196209131258
3.94,0.0972839241503901,0.0724409911436509
3.945,0.0976342030843239,0.0676680904565939
3.95,0.0979605770399439,0.0628786707544118
3.955,0.0982629655731142,0.0580739006292906
3.96,0.0985412944677893,0.0532549568804228
3.965,0.0987954955080324,0.0484230181490754
3.97,0.0990255064778139,0.0435792649157656
3.975,0.0992312711610109,0.0387248795002587
3.98,0.0994127393414076,0.0338610460615692
3.985,0.0995698668026954,0.0289889505979607
3.99,0.0997026153284724,0.0241097809469456
3.995,0.0998109527022438,0.0192247267852866
4.0,0.0998948527074218,0.014334979628994
4.005,0.0999542951273257,0.0094417328333279
4.01,0.0999892656583232,0.004546179884592
4.015,0.0999997555263723,-0.00035048738836
4.0200000000000005,0.0999857619646991,-0.0052470703230447
4.025,0.0999472882287132,-0.0101423712561164
4.03,0.0998843435784318,-0.0150351942052496
4.035,0.0997969432784792,-0.0199243448691348
4.04,0.0996851085980867,-0.0248086306274797
4.045,0.0995488668110933,-0.0296868605410094
4.05,0.0993882511959448,-0.0345578453514658
4.055,0.0992033010356944,-0.039420397481608
4.0600000000000005,0.0989940616180026,-0.0442733310352132
4.065,0.0987605842351369,-0.0491154617970732
4.07,0.0985029261446726,-0.0539456075470783
4.075,0.0982211498995607,-0.0587625918839814
4.08,0.0979153241683091,-0.0635652364373963
4.085,0.0975855236285266,-0.0683523656624415
4.09,0.0972318287551785,-0.073122809063785
4.095,0.0968543258205871,-0.077875401195645
4.1,0.0964531068944309,-0.0826089816617892
4.105,0.096028269843745,-0.0873223951155363
4.11,0.0955799183329217,-0.0920144912597522
4.115,0.0951081618237093,-0.0966841248468551
4.12,0.0946131155752129,-0.1013301556788123
4.125,0.0940949006438943,-0.105951448607141
4.13,0.093553643668571,-0.1105468750990561
4.135,0.0929894762572122,-0.1151153158501287
4.14,0.0924025364565286,-0.1196556495800254
4.1450000000000005,0.0917929678328404,-0.1241667623292002
4.15,0.0911609193332418,-0.1286475486248281
4.155,0.0905065452856007,-0.1330969114808098
4.16,0.089830005398559,-0.1375137623977685
4.165,0.0891314647615324,-0.1418970213630509
4.17,0.0884110938447104,-0.146245616850727
4.175,0.0876690684990565,-0.1505584858215901
4.18,0.0869055699563081,-0.1548345737231568
4.1850000000000005,0.086120784828976,-0.1590728344896678
4.19,0.0853149051103457,-0.1632722305420852
4.195,0.0844881280913007,-0.1674317331497905
4.2,0.0836406546554114,-0.1715503287329155
4.205,0.0827726920843495,-0.1756270051484045
4.21,0.0818844532115767,-0.1796607579765531
4.215,0.0809761555418932,-0.1836505947841774
4.22,0.0800480212514368,-0.1875955351246143
4.225,0.0791002771876837,-0.191494610537721
4.23,0.0781331548694475,-0.1953468645498762
4.235,0.0771468904868808,-0.1991513526739771
4.24,0.0761417249014733,-0.2029071424094436
4.245,0.0751179036460531,-0.2066133132422152
4.25,0.0740756769247864,-0.2102689566447524
4.255,0.0730152996131772,-0.213873176076036
4.26,0.0719370312580675,-0.2174250869815676
4.265,0.0708411360776377,-0.2209238167933692
4.2700000000000005,0.0697278817283738,-0.2243685080110253
4.275,0.0685975389405609,-0.2277583170306265
4.28,0.0674503855716706,-0.2310924045478328
4.285,0.066286703284666,-0.2343699460201493
4.29,0.0651067773976734,-0.2375901320894935
4.295,0.0639108968839827,-0.2407521685821951
4.3,0.0626993543720467,-0.2438552765089961
4.305,0.0614724461454818,-0.2468986920650507
4.3100000000000005,0.0602304721430673,-0.2498816666299258
4.315,0.0589737359587465,-0.2528034667675992
4.32,0.0577025448416254,-0.2556633742264621
4.325,0.0564172096959734,-0.258460685939318
4.33,0.0551180450812233,-0.2611947140233821
4.335,0.0538053692119711,-0.2638647857802822
4.34,0.0524795039579762,-0.2664702436960582
4.345,0.0511407743907341,-0.269010446075803
4.3500000000000005,0.0497895056839977,-0.2714847700897277
4.355,0.0484260298439423,-0.2738926015186537
4.36,0.0470506824127585,-0.2762333419062601
4.365,0.0456638013091425,-0.2785064104458665
4.37,0.044265726828296,-0.2807112439804331
4.375,0.0428568016419261,-0.2828472970025613
4.38,0.0414373707982452,-0.2849140416544929
4.385,0.0400077817219712,-0.286910967728111
4.39,0.0385683842143274,-0.288837582664939
4.3950000000000005,0.0371195304530421,-0.2906934115561418
4.4,0.0356615749923499,-0.2924779971425242
4.405,0.03419487476299,-0.2941908998145325
4.41,0.0327197890722074,-0.2958316976122537
4.415,0.0312366796037521,-0.2973999862254155
4.42,0.02974591041788,-0.2988953789933867
4.425,0.0282478463878934,-0.3003175072802248
4.43,0.0267428528150933,-0.301666018728412
4.4350000000000005,0.0252313005393495,-0.3029405767670461
4.44,0.0237135615647612,-0.3041408637376854
4.445,0.022190008862018,-0.3052665809863301
4.45,0.0206610163684017,-0.3063174488634216
4.455,0.0191269589877856,-0.3072932067238428
4.46,0.0175882125906344,-0.3081936129269178
4.465,0.0160451540140048,-0.3090184448364123
4.47,0.0144981610615446,-0.3097674988205334
4.4750000000000005,0.0129476125034935,-0.3104405902519294
4.48,0.0113938880766831,-0.3110375535076902
4.485,0.0098373684845361,-0.311558241969347
4.49,0.0082784353970671,-0.3120025280228725
4.495,0.0067174714508819,-0.3123703030586807
4.5,0.0051548591683743,-0.3126614766173447
4.505,0.0035909805007464,-0.3128759744923561
4.51,0.0020262205781871,-0.3130137424702349
4.515,0.0004609643150843,-0.3130747456156268
4.5200000000000005,-0.0011044037686103,-0.3130589681786604
4.525,-0.0026694995473803,-0.312966413594948
4.53,-0.0042339392901461,-0.3127971044855852
4.535,-0.0057973396602637,-0.3125510826571511
4.54,-0.0073593177155252,-0.3122284091017081
4.545,-0.0089194909081586,-0.311829163996802
4.55,-0.010477477084828,-0.311353446705462
4.555,-0.0120328944866334,-0.3108013757762006
4.5600000000000005,-0.0135853617491112,-0.3101730889430139
4.565,-0.0151344979342867,-0.3094687430807579
4.57,-0.0166799241051573,-0.3086885114092819
4.575,-0.018221260804565,-0.3078325861620766
4.58,-0.019758128924236,-0.3069011793907722
4.585,-0.0212901509574147,-0.3058945216126075
4.59,-0.0228169509988638,-0.3048128618104299
4.595,-0.0243381547448638,-0.303656467432696
4.6000000000000005,-0.0258533894932141,-0.3024256243934703
4.605,-0.027362284143231,-0.3011206370724273
4.61,-0.0288644691957502,-0.2997418283148492
4.615,-0.0303595767531251,-0.2982895394316274
4.62,-0.0318472405192272,-0.2967641301992618
4.625,-0.0333270957994462,-0.2951659788598613
4.63,-0.0347987808727907,-0.2934954800111358
4.635,-0.0362619355138473,-0.2917530454389787
4.64,-0.0377161994685373,-0.2899391071791851
4.6450000000000005,-0.0391612152327631,-0.2880541142822603
4.65,-0.0405966280717895,-0.2860985327877608
4.655,-0.0420220860202455,-0.2840728457242922
4.66,-0.0434372398821227,-0.2819775531095109
4.665,-0.0448417432307765,-0.2798131719501235
4.67,-0.0462352524089252,-0.2775802362418867
4.675,-0.0476174265286507,-0.2752792969696076
4.68,-0.0489879274713978,-0.2729109221071437
4.6850000000000005,-0.0503464198879751,-0.2704756966174019
4.69,-0.0516925711985538,-0.2679742224523411
4.695,-0.0530260517036163,-0.2654071182812612
4.7,-0.054346536723735,-0.262775013325527
4.705,-0.0556537020517032,-0.2600785571802073
4.71,-0.0569472259207604,-0.2573184171857918
4.715,-0.0582267904712151,-0.2544952752138212
4.72,-0.0594920817504448,-0.251609827666888
4.7250000000000005,-0.0607427897128962,-0.2486627854786354
4.73,-0.0619786082200844,-0.2456548741137598
4.735,-0.0631992350405941,-0.2425868335680074
4.74,-0.0644043718500789,-0.2394594183681763
4.745,-0.0655937242312613,-0.236273397572116
4.75,-0.066767001673933,-0.2330295547687277
4.755,-0.0679239175749546,-0.2297286880779638
4.76,-0.0690641892382556,-0.2263716101508283
4.765,-0.0701875378748348,-0.2229591481693764
4.7700000000000005,-0.0712936889947948,-0.2194921421973242
4.775,-0.072382373699842,-0.2159714375840574
4.78,-0.0734533242352428,-0.212397902639232
4.785,-0.074506277111042,-0.20877241916434
4.79,-0.0755409737308507,-0.2050958801137525
4.795,-0.0765571603918456,-0.2013691895947194
4.8,-0.0775545882847698,-0.1975932628673702
4.805,-0.0785330134939323,-0.193769026344713
4.8100000000000005,-0.0794921969972082,-0.1898974175926347
4.815,-0.0804319046660384,-0.1859793853299031
4.82,-0.0813519072654301,-0.1820158894281631
4.825,-0.0822519804539566,-0.1780079009119395
4.83,-0.0831319047837568,-0.173956401958636
4.835,-0.0839914657005362,-0.1698623858985357
4.84,-0.0848304535435659,-0.1657268572148005
4.845,-0.0856486635456832,-0.1615508315434716
4.8500000000000005,-0.0864458966628338,-0.1573353279130823
4.855,-0.0872219580791684,-0.1530813749758251
4.86,-0.0879766567414112,-0.1487900202899026
4.865,-0.0887098071996806,-0.1444623185761262
4.87,-0.0894212296137724,-0.1400993316705568
4.875,-0.0901107497531602,-0.1357021285245048
4.88,-0.0907781989969956,-0.1312717852045297
4.885,-0.0914234143341075,-0.1268093848924409
4.89,-0.092046238363003,-0.122316017885297
4.8950000000000005,-0.0926465192918667,-0.117792781595405
4.9,-0.0932241109385608,-0.1132407805503243
4.905,-0.0937788727306254,-0.1086611263928607
4.91,-0.0943106697052786,-0.1040549378810708
4.915,-0.0948193725094158,-0.0994233408882602
4.92,-0.0953048573996104,-0.0947674684029841
4.925,-0.0957670062243703,-0.0900884600071036
4.93,-0.0962057058653309,-0.085387454201031
4.9350000000000005,-0.0966208484901539,-0.0806656013692793
4.94,-0.0970123322239209,-0.0759240585933687
4.945,-0.0973800611409056,-0.0711639861040587
4.95,-0.0977239452645743,-0.0663865472813519
4.955,-0.0980439005675854,-0.0615929086544931
4.96,-0.0983398489717895,-0.0567842399019692
4.965,-0.0986117183482294,-0.0519617138515093
4.97,-0.0988594425171404,-0.0471265064800847
4.9750000000000005,-0.09908296124795,-0.042279796913908
4.98,-0.0992822202592776,-0.0374227674284366
4.985,-0.0994571712189354,-0.0325566034483675
4.99,-0.0996077717329657,-0.0276824934199625
4.995,-0.099733984845152,-0.0228016249204226
5.0,-0.0998357793957906,-0.0179151905703142
5.005,-0.0999131303693339,-0.0130243853401932
5.01,-0.0999660187682463,-0.0081304039662485
5.015,-0.0999944316130049,-0.0032344409503012
